Дата,Товар,Количество,Цена за единицу,Сумма,Рейтинг,Комментарий
2025-11-24,Маффин,19,337.0,6403.0,4.8,Всегда беру
2025-11-25,Круассан,20,405.6,8112.0,4.8,Отличный крем
2025-11-25,Хлеб ржаной,14,270.4,3785.6,4.8,Отличный крем
2025-11-25,Булочка с корицей,17,304.2,5171.4,4.9,Сочно и свежо
2025-11-25,Пирожок с мясом,13,371.8,4833.4,4.6,Идеально к кофе
2025-11-25,Эклер,18,439.4,7909.2,4.7,Обожаю!
2025-11-25,Чизкейк,12,845.0,10140.0,4.5,Лучший чизкейк
2025-11-25,Маффин,15,338.0,5070.0,4.7,Идеально к кофе
2025-11-26,Круассан,17,406.8,6915.6,4.7,Сытный
2025-11-26,Хлеб ржаной,10,271.2,2712.0,4.5,Очень вкусно
2025-11-26,Булочка с корицей,16,305.1,4881.6,4.8,Шедевр!
2025-11-26,Пирожок с мясом,12,372.9,4474.8,5.0,Чуть пересушен
2025-11-26,Эклер,16,440.7,7051.2,5.0,Мой фаворит
2025-11-26,Чизкейк,15,847.5,12712.5,4.5,Восхитительно
2025-11-26,Маффин,17,339.0,5763.0,4.6,Нормально
2025-11-27,Круассан,16,408.0,6528.0,4.6,Просто супер!
2025-11-27,Хлеб ржаной,11,272.0,2992.0,4.4,Всегда беру
2025-11-27,Булочка с корицей,15,306.0,4590.0,5.0,Мой фаворит
2025-11-27,Пирожок с мясом,15,374.0,5610.0,4.4,Идеально к кофе
2025-11-27,Эклер,19,442.0,8398.0,4.6,Сочно и свежо
2025-11-27,Чизкейк,15,850.0,12750.0,4.9,Отличный крем
2025-11-27,Маффин,12,340.0,4080.0,5.0,Обожаю!
2025-11-28,Круассан,17,409.2,6956.4,4.7,Идеально к кофе
2025-11-28,Хлеб ржаной,10,272.8,2728.0,4.5,Обожаю!
2025-11-28,Булочка с корицей,16,306.9,4910.4,5.0,Сытный
2025-11-28,Пирожок с мясом,13,375.1,4876.3,4.7,Шедевр!
2025-11-28,Эклер,15,443.3,6649.5,5.0,Сытный
2025-11-28,Чизкейк,14,852.5,11935.0,5.0,Хороший хлеб
2025-11-28,Маффин,18,341.0,6138.0,4.7,Хорошее тесто
2025-11-29,Круассан,20,410.4,8208.0,5.0,Просто супер!
2025-11-29,Хлеб ржаной,12,273.6,3283.2,4.9,Всегда беру
2025-11-29,Булочка с корицей,21,307.8,6463.8,5.0,Очень вкусно
2025-11-29,Пирожок с мясом,21,376.2,7900.2,5.0,Сочно и свежо
2025-11-29,Эклер,22,444.6,9781.2,5.0,Всегда беру
2025-11-29,Чизкейк,22,855.0,18810.0,5.0,Восхитительно
2025-11-29,Маффин,21,342.0,7182.0,4.9,Идеально к кофе
2025-11-30,Круассан,27,411.6,11113.2,5.0,Всегда беру
2025-11-30,Хлеб ржаной,17,274.4,4664.8,4.6,Обожаю!
2025-11-30,Булочка с корицей,19,308.7,5865.3,5.0,Лучший чизкейк
2025-11-30,Пирожок с мясом,20,377.3,7546.0,4.9,Сочно и свежо
2025-11-30,Эклер,23,445.9,10255.7,5.0,Восхитительно
2025-11-30,Чизкейк,21,857.5,18007.5,4.7,"Горячие, вкусные"
2025-11-30,Маффин,20,343.0,6860.0,5.0,Сочно и свежо
2025-12-01,Круассан,16,412.8,6604.8,5.0,Сочно и свежо
2025-12-01,Хлеб ржаной,13,275.2,3577.6,4.5,Всегда беру
2025-12-01,Булочка с корицей,13,309.6,4024.8,5.0,Нормально
2025-12-01,Пирожок с мясом,15,378.4,5676.0,4.6,Хорошее тесто
2025-12-01,Эклер,19,447.2,8496.8,5.0,Просто супер!
2025-12-01,Чизкейк,15,860.0,12900.0,4.8,Шедевр!
2025-12-01,Маффин,13,344.0,4472.0,4.7,Сытный
2025-12-02,Круассан,20,414.0,8280.0,4.7,Всегда свежие
2025-12-02,Хлеб ржаной,11,276.0,3036.0,4.9,Идеально к кофе
2025-12-02,Булочка с корицей,17,310.5,5278.5,4.5,Просто супер!
2025-12-02,Пирожок с мясом,15,379.5,5692.5,4.9,Обожаю!
2025-12-02,Эклер,18,448.5,8073.0,5.0,Очень вкусно
2025-12-02,Чизкейк,12,862.5,10350.0,4.9,Лучший чизкейк
2025-12-02,Маффин,18,345.0,6210.0,4.8,Очень вкусно
2025-12-03,Круассан,19,415.2,7888.8,5.0,Нормально
2025-12-03,Хлеб ржаной,14,276.8,3875.2,4.3,Чуть пересушен
2025-12-03,Булочка с корицей,16,311.4,4982.4,4.6,Идеально к кофе
2025-12-03,Пирожок с мясом,12,380.6,4567.2,4.7,Мой фаворит
2025-12-03,Эклер,14,449.8,6297.2,4.9,Тают во рту
2025-12-03,Чизкейк,16,865.0,13840.0,4.6,"Горячие, вкусные"
2025-12-03,Маффин,16,346.0,5536.0,4.9,Шедевр!
2025-12-04,Круассан,15,416.4,6246.0,4.9,Всегда свежие
2025-12-04,Хлеб ржаной,10,277.6,2776.0,4.3,"Горячие, вкусные"
2025-12-04,Булочка с корицей,18,312.3,5621.4,4.8,Нормально
2025-12-04,Пирожок с мясом,15,381.7,5725.5,4.5,Обожаю!
2025-12-04,Эклер,15,451.1,6766.5,4.7,Отличный крем
2025-12-04,Чизкейк,13,867.5,11277.5,5.0,Восхитительно
2025-12-04,Маффин,15,347.0,5205.0,4.9,Тают во рту
2025-12-05,Круассан,16,417.6,6681.6,4.8,Просто супер!
2025-12-05,Хлеб ржаной,12,278.4,3340.8,4.5,Тают во рту
2025-12-05,Булочка с корицей,17,313.2,5324.4,4.6,Всегда беру
2025-12-05,Пирожок с мясом,11,382.8,4210.8,5.0,Нормально
2025-12-05,Эклер,16,452.4,7238.4,4.7,Чуть пересушен
2025-12-05,Чизкейк,16,870.0,13920.0,4.8,Просто супер!
2025-12-05,Маффин,12,348.0,4176.0,5.0,Сочно и свежо
2025-12-06,Круассан,27,418.8,11307.6,5.0,Чуть пересушен
2025-12-06,Хлеб ржаной,13,279.2,3629.6,4.6,Нормально
2025-12-06,Булочка с корицей,22,314.1,6910.2,5.0,Всегда беру
2025-12-06,Пирожок с мясом,20,383.9,7678.0,4.9,Восхитительно
2025-12-06,Эклер,26,453.7,11796.2,5.0,Восхитительно
2025-12-06,Чизкейк,19,872.5,16577.5,4.7,Всегда свежие
2025-12-06,Маффин,22,349.0,7678.0,4.9,Мой фаворит
2025-12-07,Круассан,25,420.0,10500.0,5.0,Тают во рту
2025-12-07,Хлеб ржаной,14,280.0,3920.0,4.5,Сочно и свежо
2025-12-07,Булочка с корицей,22,315.0,6930.0,5.0,Всегда свежие
2025-12-07,Пирожок с мясом,20,385.0,7700.0,4.6,Идеально к кофе
2025-12-07,Эклер,24,455.0,10920.0,5.0,Просто супер!
2025-12-07,Чизкейк,21,875.0,18375.0,5.0,Обожаю!
2025-12-07,Маффин,24,350.0,8400.0,4.8,Чуть пересушен
2025-12-08,Круассан,15,421.2,6318.0,4.6,Тают во рту
2025-12-08,Хлеб ржаной,12,280.8,3369.6,4.4,Шедевр!
2025-12-08,Булочка с корицей,18,315.9,5686.2,4.9,Лучший чизкейк
2025-12-08,Пирожок с мясом,13,386.1,5019.3,4.4,Идеально к кофе
2025-12-08,Эклер,14,456.3,6388.2,4.8,Обожаю!
2025-12-08,Чизкейк,14,877.5,12285.0,5.0,Сочно и свежо
2025-12-08,Маффин,14,351.0,4914.0,4.9,Обожаю!
2025-12-09,Круассан,16,422.4,6758.4,4.8,Восхитительно
2025-12-09,Хлеб ржаной,12,281.6,3379.2,4.7,Тают во рту
2025-12-09,Булочка с корицей,16,316.8,5068.8,4.6,"Горячие, вкусные"
2025-12-09,Пирожок с мясом,12,387.2,4646.4,5.0,Тают во рту
2025-12-09,Эклер,14,457.6,6406.4,4.9,Нормально
2025-12-09,Чизкейк,15,880.0,13200.0,5.0,Мой фаворит
2025-12-09,Маффин,15,352.0,5280.0,5.0,Отличный крем
2025-12-10,Круассан,21,423.6,8895.6,5.0,"Горячие, вкусные"
2025-12-10,Хлеб ржаной,9,282.4,2541.6,4.4,Лучший чизкейк
2025-12-10,Булочка с корицей,14,317.7,4447.8,4.8,"Горячие, вкусные"
2025-12-10,Пирожок с мясом,15,388.3,5824.5,4.5,Сочно и свежо
2025-12-10,Эклер,14,458.9,6424.6,4.8,"Горячие, вкусные"
2025-12-10,Чизкейк,16,882.5,14120.0,4.5,Чуть пересушен
2025-12-10,Маффин,18,353.0,6354.0,4.8,Обожаю!
2025-12-11,Круассан,21,424.8,8920.8,4.9,Просто супер!
2025-12-11,Хлеб ржаной,11,283.2,3115.2,4.6,Лучший чизкейк
2025-12-11,Булочка с корицей,13,318.6,4141.8,4.6,Тают во рту
2025-12-11,Пирожок с мясом,16,389.4,6230.4,4.6,Шедевр!
2025-12-11,Эклер,18,460.2,8283.6,4.7,Идеально к кофе
2025-12-11,Чизкейк,16,885.0,14160.0,5.0,Мой фаворит
2025-12-11,Маффин,17,354.0,6018.0,5.0,Просто супер!
2025-12-12,Круассан,18,426.0,7668.0,4.6,Чуть пересушен
2025-12-12,Хлеб ржаной,12,284.0,3408.0,4.4,Идеально к кофе
2025-12-12,Булочка с корицей,16,319.5,5112.0,5.0,Просто супер!
2025-12-12,Пирожок с мясом,15,390.5,5857.5,5.0,Сытный
2025-12-12,Эклер,16,461.5,7384.0,5.0,Отличный крем
2025-12-12,Чизкейк,12,887.5,10650.0,4.8,Хорошее тесто
2025-12-12,Маффин,17,355.0,6035.0,5.0,Всегда беру
2025-12-13,Круассан,25,427.2,10680.0,4.9,Всегда свежие
2025-12-13,Хлеб ржаной,12,284.8,3417.6,4.5,Хороший хлеб
2025-12-13,Булочка с корицей,17,320.4,5446.8,5.0,Всегда свежие
2025-12-13,Пирожок с мясом,20,391.6,7832.0,4.9,Обожаю!
2025-12-13,Эклер,20,462.8,9256.0,5.0,Идеально к кофе
2025-12-13,Чизкейк,19,890.0,16910.0,4.8,Просто супер!
2025-12-13,Маффин,18,356.0,6408.0,4.9,"Горячие, вкусные"
2025-12-14,Круассан,26,428.4,11138.4,5.0,Восхитительно
2025-12-14,Хлеб ржаной,18,285.6,5140.8,5.0,Хорошее тесто
2025-12-14,Булочка с корицей,19,321.3,6104.7,4.9,Хорошее тесто
2025-12-14,Пирожок с мясом,19,392.7,7461.3,5.0,Тают во рту
2025-12-14,Эклер,18,464.1,8353.8,5.0,Чуть пересушен
2025-12-14,Чизкейк,18,892.5,16065.0,5.0,Хорошее тесто
2025-12-14,Маффин,23,357.0,8211.0,5.0,Восхитительно
2025-12-15,Круассан,17,429.6,7303.2,4.9,Тают во рту
2025-12-15,Хлеб ржаной,11,286.4,3150.4,4.4,Всегда беру
2025-12-15,Булочка с корицей,15,322.2,4833.0,4.9,Тают во рту
2025-12-15,Пирожок с мясом,11,393.8,4331.8,4.4,Шедевр!
2025-12-15,Эклер,17,465.4,7911.8,5.0,Сочно и свежо
2025-12-15,Чизкейк,17,895.0,15215.0,4.9,Просто супер!
2025-12-15,Маффин,18,358.0,6444.0,5.0,Сочно и свежо
2025-12-16,Круассан,18,430.8,7754.4,4.8,Мой фаворит
2025-12-16,Хлеб ржаной,13,287.2,3733.6,4.7,Хорошее тесто
2025-12-16,Булочка с корицей,16,323.1,5169.6,4.7,Чуть пересушен
2025-12-16,Пирожок с мясом,16,394.9,6318.4,4.5,Хороший хлеб
2025-12-16,Эклер,17,466.7,7933.9,4.9,Обожаю!
2025-12-16,Чизкейк,15,897.5,13462.5,4.6,Сытный
2025-12-16,Маффин,14,359.0,5026.0,4.7,Хорошее тесто
2025-12-17,Круассан,18,432.0,7776.0,5.0,Лучший чизкейк
2025-12-17,Хлеб ржаной,11,288.0,3168.0,4.7,Чуть пересушен
2025-12-17,Булочка с корицей,12,324.0,3888.0,5.0,Сочно и свежо
2025-12-17,Пирожок с мясом,13,396.0,5148.0,4.9,Всегда беру
2025-12-17,Эклер,18,468.0,8424.0,4.9,Хороший хлеб
2025-12-17,Чизкейк,17,900.0,15300.0,4.5,Обожаю!
2025-12-17,Маффин,14,360.0,5040.0,5.0,Лучший чизкейк
2025-12-18,Круассан,19,433.2,8230.8,4.7,Всегда беру
2025-12-18,Хлеб ржаной,12,288.8,3465.6,4.8,Просто супер!
2025-12-18,Булочка с корицей,18,324.9,5848.2,4.8,Хороший хлеб
2025-12-18,Пирожок с мясом,14,397.1,5559.4,4.5,Чуть пересушен
2025-12-18,Эклер,13,469.3,6100.9,4.7,Идеально к кофе
2025-12-18,Чизкейк,15,902.5,13537.5,5.0,Восхитительно
2025-12-18,Маффин,15,361.0,5415.0,4.5,Очень вкусно
2025-12-19,Круассан,20,434.4,8688.0,5.0,Сочно и свежо
2025-12-19,Хлеб ржаной,12,289.6,3475.2,4.4,Шедевр!
2025-12-19,Булочка с корицей,17,325.8,5538.6,5.0,Сочно и свежо
2025-12-19,Пирожок с мясом,16,398.2,6371.2,4.7,Восхитительно
2025-12-19,Эклер,14,470.6,6588.4,4.8,Лучший чизкейк
2025-12-19,Чизкейк,14,905.0,12670.0,4.6,Хороший хлеб
2025-12-19,Маффин,18,362.0,6516.0,4.7,Восхитительно
2025-12-20,Круассан,26,435.6,11325.6,5.0,Очень вкусно
2025-12-20,Хлеб ржаной,13,290.4,3775.2,4.7,Всегда свежие
2025-12-20,Булочка с корицей,21,326.7,6860.7,5.0,"Горячие, вкусные"
2025-12-20,Пирожок с мясом,16,399.3,6388.8,5.0,Восхитительно
2025-12-20,Эклер,24,471.9,11325.6,5.0,Шедевр!
2025-12-20,Чизкейк,22,907.5,19965.0,5.0,Обожаю!
2025-12-20,Маффин,22,363.0,7986.0,4.8,Нормально
2025-12-21,Круассан,24,436.8,10483.2,4.9,Сытный
2025-12-21,Хлеб ржаной,14,291.2,4076.8,4.7,Просто супер!
2025-12-21,Булочка с корицей,17,327.6,5569.2,4.9,Чуть пересушен
2025-12-21,Пирожок с мясом,20,400.4,8008.0,4.9,Сытный
2025-12-21,Эклер,22,473.2,10410.4,5.0,Шедевр!
2025-12-21,Чизкейк,20,910.0,18200.0,4.8,Идеально к кофе
2025-12-21,Маффин,18,364.0,6552.0,4.8,Обожаю!
2025-12-22,Круассан,21,438.0,9198.0,5.0,Сытный
2025-12-22,Хлеб ржаной,9,292.0,2628.0,4.4,Сочно и свежо
2025-12-22,Булочка с корицей,16,328.5,5256.0,4.9,Нормально
2025-12-22,Пирожок с мясом,15,401.5,6022.5,4.8,Хороший хлеб
2025-12-22,Эклер,17,474.5,8066.5,4.9,Лучший чизкейк
2025-12-22,Чизкейк,15,912.5,13687.5,5.0,Отличный крем
2025-12-22,Маффин,13,365.0,4745.0,4.7,Сочно и свежо
2025-12-23,Круассан,17,439.2,7466.4,4.8,Очень вкусно
2025-12-23,Хлеб ржаной,13,292.8,3806.4,4.5,Тают во рту
2025-12-23,Булочка с корицей,16,329.4,5270.4,5.0,Мой фаворит
2025-12-23,Пирожок с мясом,15,402.6,6039.0,4.4,Сочно и свежо
2025-12-23,Эклер,15,475.8,7137.0,4.8,Идеально к кофе
2025-12-23,Чизкейк,12,915.0,10980.0,4.7,Лучший чизкейк
2025-12-23,Маффин,16,366.0,5856.0,5.0,Тают во рту
2025-12-24,Круассан,17,440.4,7486.8,4.7,Сочно и свежо
2025-12-24,Хлеб ржаной,13,293.6,3816.8,4.7,Хороший хлеб
2025-12-24,Булочка с корицей,13,330.3,4293.9,5.0,Хороший хлеб
2025-12-24,Пирожок с мясом,12,403.7,4844.4,5.0,"Горячие, вкусные"
2025-12-24,Эклер,14,477.1,6679.4,5.0,Отличный крем
2025-12-24,Чизкейк,14,917.5,12845.0,4.5,Очень вкусно
2025-12-24,Маффин,14,367.0,5138.0,4.8,Всегда беру
2025-12-25,Круассан,19,441.6,8390.4,4.8,Шедевр!
2025-12-25,Хлеб ржаной,11,294.4,3238.4,4.5,Просто супер!
2025-12-25,Булочка с корицей,15,331.2,4968.0,4.6,Отличный крем
2025-12-25,Пирожок с мясом,14,404.8,5667.2,4.8,Обожаю!
2025-12-25,Эклер,14,478.4,6697.6,5.0,Мой фаворит
2025-12-25,Чизкейк,16,920.0,14720.0,4.7,Тают во рту
2025-12-25,Маффин,16,368.0,5888.0,4.7,Чуть пересушен
2025-12-26,Круассан,17,442.8,7527.6,5.0,Просто супер!
2025-12-26,Хлеб ржаной,12,295.2,3542.4,4.8,Всегда свежие
2025-12-26,Булочка с корицей,18,332.1,5977.8,4.8,Сытный
2025-12-26,Пирожок с мясом,14,405.9,5682.6,4.6,Чуть пересушен
2025-12-26,Эклер,20,479.7,9594.0,5.0,Сочно и свежо
2025-12-26,Чизкейк,13,922.5,11992.5,4.7,Сытный
2025-12-26,Маффин,16,369.0,5904.0,5.0,Шедевр!
2025-12-27,Круассан,26,444.0,11544.0,5.0,Лучший чизкейк
2025-12-27,Хлеб ржаной,16,296.0,4736.0,4.5,Хороший хлеб
2025-12-27,Булочка с корицей,23,333.0,7659.0,5.0,Всегда беру
